epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,426.694,0.37278,0.18767,0.8303,0.96826,0.9972,0.9939,0.82026,0.49381,0.19976,0.69648,5.70564e-05,5.70564e-05,5.70564e-05
182,428.944,0.38097,0.2083,0.84728,0.98439,0.98667,0.99372,0.82691,0.48416,0.19907,0.69837,5.31481e-05,5.31481e-05,5.31481e-05
183,431.222,0.39975,0.20535,0.82286,0.9782,0.98692,0.99406,0.83097,0.48185,0.1951,0.69887,4.94343e-05,4.94343e-05,4.94343e-05
184,433.526,0.3933,0.21398,0.83059,0.98494,0.98667,0.994,0.82956,0.47883,0.19285,0.6975,4.5916e-05,4.5916e-05,4.5916e-05
185,435.863,0.36849,0.19526,0.82548,0.98819,0.98667,0.99388,0.83014,0.47314,0.18924,0.6965,4.25941e-05,4.25941e-05,4.25941e-05
186,438.106,0.37591,0.20711,0.83537,0.98839,0.98617,0.99388,0.826,0.47764,0.18796,0.69668,3.94694e-05,3.94694e-05,3.94694e-05
187,440.441,0.38481,0.19764,0.83437,0.98838,0.98617,0.99367,0.82348,0.48361,0.18985,0.6958,3.65426e-05,3.65426e-05,3.65426e-05
188,442.721,0.38208,0.19505,0.83526,0.98501,0.98533,0.99372,0.82432,0.4807,0.18928,0.69493,3.38146e-05,3.38146e-05,3.38146e-05
189,444.953,0.37929,0.19695,0.83505,0.98501,0.98571,0.99372,0.82384,0.4808,0.19046,0.69411,3.12859e-05,3.12859e-05,3.12859e-05
190,447.212,0.4058,0.20294,0.8323,0.98173,0.98349,0.99363,0.82408,0.4732,0.18953,0.69397,2.89573e-05,2.89573e-05,2.89573e-05
191,450.578,0.47127,0.27038,0.79371,0.98651,0.98333,0.99365,0.82499,0.47491,0.1885,0.6948,2.68292e-05,2.68292e-05,2.68292e-05
192,452.758,0.45102,0.29643,0.77649,0.98847,0.97653,0.99332,0.82407,0.4733,0.18993,0.69755,2.49021e-05,2.49021e-05,2.49021e-05
193,454.978,0.45216,0.26815,0.7788,0.98834,0.97598,0.9934,0.82142,0.47389,0.19071,0.69868,2.31767e-05,2.31767e-05,2.31767e-05
194,457.46,0.47586,0.23877,0.78137,0.98791,0.97576,0.99327,0.82147,0.47495,0.19373,0.70264,2.16532e-05,2.16532e-05,2.16532e-05
195,459.675,0.46437,0.24063,0.76171,0.98372,0.98333,0.9932,0.8201,0.47996,0.20108,0.7023,2.03321e-05,2.03321e-05,2.03321e-05
196,462.002,0.44795,0.23068,0.77119,0.9837,0.97863,0.99339,0.82287,0.4789,0.20456,0.70163,1.92137e-05,1.92137e-05,1.92137e-05
197,464.205,0.43954,0.23796,0.79467,0.98354,0.97955,0.99345,0.82119,0.48104,0.20336,0.70165,1.82983e-05,1.82983e-05,1.82983e-05
198,466.471,0.43559,0.21012,0.77867,0.98193,0.98333,0.99342,0.82185,0.48003,0.20443,0.70177,1.7586e-05,1.7586e-05,1.7586e-05
199,468.699,0.49008,0.29778,0.766,0.98149,0.98333,0.99317,0.82505,0.48009,0.20545,0.70258,1.70772e-05,1.70772e-05,1.70772e-05
200,471.15,0.44801,0.25165,0.77092,0.98358,0.98571,0.99303,0.82147,0.48574,0.20599,0.70344,1.67718e-05,1.67718e-05,1.67718e-05
