epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,627.482,0.45391,0.317,0.82414,0.9992,1,0.995,0.90739,0.24384,0.14951,0.4225,3.75356e-05,3.75356e-05,3.75356e-05
190,630.764,0.46655,0.31694,0.80495,0.99921,1,0.995,0.91165,0.24204,0.14893,0.4224,3.47418e-05,3.47418e-05,3.47418e-05
191,635.4,0.45952,0.31455,0.79817,0.99919,1,0.995,0.91174,0.24279,0.15403,0.42248,3.21885e-05,3.21885e-05,3.21885e-05
192,638.768,0.42609,0.30356,0.8116,0.99919,1,0.995,0.90579,0.24435,0.16523,0.42294,2.98766e-05,2.98766e-05,2.98766e-05
193,642.226,0.43461,0.29724,0.79448,0.99916,1,0.995,0.90148,0.24378,0.1686,0.42288,2.78064e-05,2.78064e-05,2.78064e-05
194,645.635,0.43723,0.30848,0.7886,0.99909,1,0.995,0.89642,0.24521,0.17592,0.42312,2.59787e-05,2.59787e-05,2.59787e-05
195,648.972,0.42892,0.29145,0.78899,0.99895,1,0.995,0.89726,0.24667,0.1861,0.42343,2.43937e-05,2.43937e-05,2.43937e-05
196,652.353,0.43637,0.29507,0.79822,0.9987,1,0.995,0.89519,0.24842,0.20347,0.42378,2.30518e-05,2.30518e-05,2.30518e-05
197,655.68,0.4391,0.30757,0.79193,0.99852,1,0.995,0.89084,0.25026,0.21866,0.42386,2.19535e-05,2.19535e-05,2.19535e-05
198,658.81,0.42199,0.29785,0.79603,0.99844,1,0.995,0.88969,0.25145,0.23854,0.42412,2.1099e-05,2.1099e-05,2.1099e-05
199,662.084,0.42702,0.29175,0.79198,0.99839,1,0.995,0.88159,0.25258,0.264,0.42418,2.04885e-05,2.04885e-05,2.04885e-05
200,665.39,0.43262,0.2919,0.79102,0.99846,1,0.995,0.87998,0.25269,0.26204,0.42399,2.01221e-05,2.01221e-05,2.01221e-05
